NIVEL,BALANCE GENERAL,Codigo,proyeccion,ene-13,feb-13,mar-13,abr-13,may-13,jun-13,jul-13,ago-13,sep-13,oct-13,nov-13,dic-13,ene-14,feb-14,mar-14,abr-14,may-14,jun-14,jul-14,ago-14,sep-14,oct-14,nov-14,dic-14,ene-15,feb-15,mar-15,abr-15,may-15,jun-15,jul-15,ago-15,sep-15,oct-15,nov-15,dic-15,ene-16,feb-16,mar-16,abr-16,may-16,jun-16,jul-16,ago-16,sep-16,oct-16,nov-16,dic-16,ene-17,feb-17,mar-17,abr-17,may-17,jun-17,jul-17,ago-17,sep-17,oct-17,nov-17,dic-17,ene-18,feb-18,mar-18,abr-18,may-18,jun-18,jul-18,ago-18,sep-18,oct-18,nov-18,dic-18,ene-19,feb-19,mar-19,abr-19,may-19,jun-19,jul-19,ago-19,sep-19,oct-19,nov-19,dic-19,ene-20,feb-20,mar-20,abr-20,may-20,jun-20,jul-20,ago-20,sep-20,oct-20,nov-20,dic-20,ene-21,feb-21,mar-21,abr-21,may-21,jun-21,jul-21,ago-21,sep-21,oct-21,nov-21,dic-21,ene-22,feb-22,mar-22,abr-22,may-22,jun-22,jul-22,ago-22,sep-22,oct-22,nov-22,dic-22,ene-23,feb-23,mar-23,abr-23,may-23,jun-23,jul-23,ago-23,sep-23,oct-23,nov-23,dic-23,ene-24,feb-24,mar-24,abr-24,may-24,jun-24,jul-24,ago-24,sep-24,oct-24,nov-24,dic-24,ene-25,feb-25,mar-25
4,Créditos de consumo,4010502, SI ,70847,129588,180696,270146,351930,397208,802879,897262,1002364,1102492,1183445,1310263,105467,244459,385721,470892,608210,769831,870833,957686,1081919,1136223,1274855,1499399,54701,152454,248022,315596,522232,634009,718610,779581,838158,934393,1337871,1438104,100575,211770,321023,435524,523370,588349,693296,1016810,1117193,1179765,1258490,1362392,94455,142426,218989,260316,335979,492723,568467,620146,652825,706046,760281,1414337,53577,104538,141940,204639,260769,810031,859290,930399,1026791,1097476,1133773,1215255,168827,281602,361752,465164,556092,666599,728242,850372,1819993,1966361,2101647,3529968,140922,304352,429796,658707,899444,1035972,1194811,1256818,1404563,1505055,1626359,2784452,174346,278636,769180,918842,1128383,1287177,1415604,2404004,2655566,2719017,2800378,2943801,202451,275950,3514764,3594661,3731906,3916420,4113085,4229868,4315619,4525560,4638121,4765240,168679,324888,474713,561591,837620,992432,1042013,5070910,5143646,5233202,5304704,5405035,145302,250464,314433,398674,533518,586657,662382,720706,895739,980237,1110063,1565421,283763,422632,498776
4,Créditos a la vivienda,4010503, SI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Comisiones por el otorgamiento del crédito,40106,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Créditos comerciales,4010601, SI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Créditos de consumo,4010602, SI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Créditos a la vivienda,4010603, SI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Utilidad por valorización,4010604, SI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Incremento por actualización de ingresos por intereses,4010605, SI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Gastos por intereses,501,NO,279386,536983,823613,1099737,1384905,1662569,1955010,2248909,2536517,2837682,3231971,3529183,250569,481116,738730,987545,1243217,1492045,1760217,2028418,2288781,2561630,2821842,3101255,289480,559945,867393,1171558,1490538,1806633,2140254,2478640,2810986,3158833,3498939,3854240,365541,719635,1107572,1485964,1883230,2279380,2692586,3111555,3521047,3950633,4368197,4799734,445662,863088,1333840,1793443,2271534,2746937,3244116,3735474,4212062,4707030,5186391,5680481,505477,969300,1488782,1991984,2508679,3026330,3571375,4117481,4666548,5239950,5800148,6376096,581414,1116038,1716752,2300613,2907902,3503136,4125923,4753336,5368151,6004951,6627061,7271542,647509,1258954,1917939,2558259,3227416,3897007,4599185,5303164,5993729,6710576,7409699,8128500,734283,1393689,2147706,2897594,3687378,4468427,5287276,6114183,6921260,7764915,8588458,9445272,870436,1667650,2558075,3425046,4319854,5201824,6113662,7026421,7911480,8834673,9733845,10667168,937314,1805201,2760731,3680359,4681660,5724113,6868138,8039128,9203658,10424426,11631934,12877949,1273372,2515927,3867872,5201108,6596977,7968957,9416863,10886712,12333249,13834328,15305948,16850093,1595324,3098286,4804555
3,Intereses por depósitos de exigibilidad inmediata,50101, SI ,259327,497498,760567,1015271,1279605,1537756,1809148,2080568,2345348,2623097,2996113,3270862,227296,436488,670980,899165,1134186,1363581,1611262,1857046,2095754,2344790,2580512,2834140,261386,504021,777898,1045775,1327138,1606963,1898533,2193727,2484597,2788773,3086192,3396278,317947,624274,958798,1283431,1622718,1961333,2315829,2672148,3017169,3379108,3730582,4096524,377478,729602,1126479,1513823,1918767,2322427,2743424,3160719,3563105,3981023,4388014,4807777,427679,819613,1258557,1684368,2126422,2562459,3020341,3483940,3943326,4421418,4884956,5372569,495495,948410,1457196,1951729,2464160,2968481,3494433,4024957,4541174,5080184,5604503,6146913,545137,1056966,1607367,2142265,2706164,3268750,3859649,4455335,5040350,5649413,6243049,6856498,623514,1188014,1820985,2444556,3097762,3736043,4403968,5078098,5738170,6427119,7093831,7781371,699431,1347417,2075007,2777656,3507992,4223127,4961848,5703637,6422694,7171107,7893545,8638767,758998,1449406,2214245,2953796,3716188,4451480,5201596,5948018,6667568,7412571,8136940,8890801,764507,1485765,2269591,3028959,3813615,4578385,5378943,6186662,6971871,7787089,8582100,9409139,835175,1591510,2434591
3,Intereses por depósitos a plazo,50102, SI ,20059,39485,63046,84466,105300,124813,145862,168341,191169,214585,235858,258321,23273,44628,67750,88380,109031,128464,148955,171372,193027,216840,241330,267115,28094,55924,89495,125783,163400,199670,241721,284913,326389,370060,412747,457962,47594,95361,148774,202533,260512,318047,376757,439407,503878,571525,637615,703210,68184,133486,207361,279620,352767,424510,500692,574755,648957,726007,798377,872704,77798,149687,230225,307616,382257,463871,551034,633541,723222,818532,915192,1003527,85919,167628,259556,348884,443742,534655,631490,728379,826977,924767,1022558,1124629,102372,201988,310572,415994,521252,628257,739536,847829,953379,1061163,1166650,1270542,110769,205675,326721,452855,589014,731782,882353,1035130,1182135,1336841,1493672,1662946,171005,320233,483068,643268,807740,974575,1147692,1318662,1484664,1659444,1836178,2024279,178316,350648,541339,721416,960325,1267486,1657270,2081838,2526818,3002583,3485722,3977876,508865,1018162,1586281,2160149,2771362,3378572,4025920,4688050,5342201,6028062,6704671,7421777,760149,1506776,2369964
3,Intereses a cargo asociados con cuentas de captación sin movimiento,50103, SI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Intereses por préstamos bancarios y de otros organismos,50104, SI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1460,0,0,0,183,602,602,955,955,955,955,955,955,0,0,0,4122,4122,4122,4122,4122,4122,4122,4122,4122,0,5147,5147,5147,5147,5147,9272,9272,9272,9272,9272,9272,0,12000,12000,12000,12000,12000,12000,12000,19177,19177,19177,19177,0,0,0
3,Costos y gastos asociados con el otorgamiento del crédito,50105, SI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Pérdida por valorización,50106, SI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Incremento por actualización de gastos por intereses,50107, SI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Resultado por posición monetaria neto (margen financiero),50108, SI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Operación,Margen Financiero,,NO,1543817,2949506,4474874,5998548,7509142,8935222,10760873,12354834,13922455,15496953,17058469,18762614,1742424,3279327,5017545,6800335,8605140,10420602,12225347,14077670,15889700,17762968,19632750,21878649,1976370,3720090,5661800,7549739,9710718,11627340,13655242,15859807,17978115,20181009,22623748,24881476,2214086,4275368,6543263,8759673,11039362,13290507,15740840,18475831,20931814,23492567,25866020,28739373,2539497,4789181,7378037,9897071,12509095,15180832,17933312,20828709,23562309,28437381,31279291,36399980,3042303,5725447,8743816,11758167,14869493,18333825,21511398,24767919,27998589,31353871,34806021,42834206,3578191,6722792,10132479,13539496,17384510,20899430,24545689,28330948,32777588,36555464,40229845,52199274,3887601,7560560,11469596,15166032,18921211,22719216,26536544,30384148,34114829,37968735,41692013,52286721,4030045,7647018,11726692,15591462,19685644,23858635,28084988,33211688,37541703,41875335,46163091,55684923,4655133,8761284,16331745,20772168,25451922,30094851,35050440,40087176,44969396,50261997,55355384,71242337,5416079,10348973,15959433,21355954,27043956,32602294,38561441,48407312,54360212,60452578,81678193,89431061,7806817,15194860,23196264,31143090,39393568,47320719,55795587,64383628,72832572,81434532,89997359,99023595,9148631,17179707,26141384
2,Estimación preventiva para riesgos crediticios,502,NO,230046,404305,1430914,1645362,1842044,2019138,2523587,2921227,3407343,3867178,4346504,4903263,227451,430338,694259,1800671,2036437,2345117,2580276,3319675,3551872,3780084,4013038,4402511,387811,650841,956073,1593354,2242632,2504726,2766955,3415232,4127746,4652705,5583142,5860095,615013,920135,1282967,1727260,2044089,1899812,2265548,2919054,3242909,3616894,4453401,4824170,425303,1012106,1426173,2484901,3030993,3412221,3770087,4358775,5222073,6003243,7023572,7967344,448562,954841,1999623,2500796,3171266,3576839,4526863,5147845,5460306,6514558,7652785,10669214,558259,1103467,1975750,3299596,4134226,4308775,5697759,7041259,8108416,9502010,10667199,10738504,767759,1497752,2817733,3784434,5063347,4721423,4660069,5698703,6847030,8211815,9191089,10186295,658255,1223962,1372277,2034617,2565991,3174395,4148610,5534798,6440571,7502819,9214117,9167407,464507,1151216,3953765,4822756,5478063,6087324,7418887,8200357,9319565,10178121,11555067,11658693,629554,1467267,2395372,3423552,3941005,4721551,6276005,9966589,11941647,13202851,13715604,14793991,921999,1850903,3517207,4659240,4884024,6220092,8003167,9504534,11201595,12522946,14300092,14688305,1208551,1829774,4006157
3,Estimación preventiva para riesgos crediticios derivada de la calificación,50201,NO,230046,404305,1430914,1645362,1842044,2019138,2523587,2921227,3407343,3867178,4346504,4903263,227451,430338,694259,1800671,2036437,2345117,2580276,3319675,3551872,3780084,4013038,4402511,387811,650841,956073,1593354,2242632,2504726,2766955,3415205,4120959,4643288,5569252,5845033,611679,914598,1300648,1744941,2061770,1922462,2288198,2930166,3254021,3628006,4463464,4827218,425303,1012106,1426173,2438794,2982902,3391464,3753756,4300711,5160146,5938907,6939388,7883160,448562,954841,1995213,2442551,3085258,3540917,4484824,5103744,5431732,6478343,7601351,10478778,558259,1103467,1975750,3299596,4109275,4287807,5642452,6979648,8045189,9421167,10511004,10679462,771370,1540000,2704266,3680571,4993436,4639346,4549256,5552135,6712232,8068023,9001968,10025785,691340,1247754,1417980,2037915,2595605,3147039,4114918,5518177,6421657,7455776,9152770,9125277,503221,1193822,4133004,4937771,5584331,6201932,7514331,8308639,9411384,10282912,11646215,11752629,614006,1457978,2384424,3398411,3953514,4711267,6270305,10183405,12135154,13382740,13884879,14951462,921720,1867832,3516858,4655575,4885329,6212915,7996724,9484914,11060667,12314955,14092321,14665036,1208119,1838725,4010331
4,Cartera de crédito,5020101,NO,230046,404305,1430914,1645362,1842044,2019138,2523587,2921227,3407343,3867178,4346504,4903263,227451,430338,694259,1800671,2036437,2345117,2580276,3319675,3551872,3780084,4013038,4402511,387811,650841,956073,1593354,2242632,2504726,2766955,3415205,4120959,4643288,5569252,5845033,611679,914598,1300648,1744941,2061770,1922462,2288198,2930166,3254021,3628006,4463464,4827218,425303,1012106,1426173,2438794,2982902,3391464,3753756,4300711,5160146,5938907,6939388,7883160,448562,954841,1995213,2442551,3085258,3540917,4484824,5103744,5431732,6478343,7601351,10478778,558259,1103467,1975750,3299596,4109275,4287807,5642452,6979648,8045189,9421167,10511004,10679462,771370,1540000,2704266,3680571,4993436,4639346,4549256,5552135,6712232,8068023,9001968,10025785,691340,1247754,1417981,2037915,2595605,3147039,4114918,5518177,6421657,7455776,9152770,9125277,503221,1193822,4133005,4937771,5584331,6201932,7514331,8308639,9411384,10282912,11646215,11752629,614006,1457978,2384425,3398411,3953514,4711267,6270304,10183404,12135154,13382739,13884880,14951462,921721,1867831,3516858,4655575,4885329,6212915,7996724,9484914,11060667,12314955,14092321,14665036,1208119,1838724,4010330
5,Créditos comerciales,502010101, SI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1653,6396,12011,24343,40004,47016,73412,100397,111514,131096,185879,193473,200528,244649,2346,26629,13408,54813,64764,101582,117036,133999,135977,114981,173410,184437,-38414,-6359,-37861,46128,-18473,-95773,-80560,-35496,1508,15978,57170,60233,-1909,22946,97430,20374,3210,-14596,8405,46611,80632,70222,155117,173085,-14036,-96923,-36630
5,Créditos de consumo,502010102, SI ,230046,404305,1430914,1645362,1842044,2019138,2523587,2921227,3407343,3867178,4346504,4903263,227451,430338,694259,1800671,2036437,2345117,2580276,3319675,3551872,3780084,4013038,4402511,387811,650841,956073,1593354,2242632,2504726,2766955,3415205,4120959,4643288,5569252,5845033,611679,914598,1300648,1744941,2061770,1922462,2288198,2930166,3254021,3628006,4463464,4827218,425303,1012106,1426173,2438794,2982902,3391464,3753756,4300711,5160146,5938907,6939388,7883160,448562,954841,1995213,2442551,3085258,3540917,4484824,5103744,5431732,6478343,7601351,10478778,558259,1103467,1975750,3299596,4109275,4287807,5642452,6979648,8045189,9421167,10511004,10679462,771370,1540000,2704266,3680571,4993436,4639346,4549256,5552135,6712232,8068023,9000315,10019389,679329,1223411,1377977,1990899,2522193,3046642,4003404,5387081,6235778,7262303,8952242,8880628,500875,1167193,4119597,4882958,5519567,6100350,7397295,8174640,9275407,10167931,11472805,11568192,652420,1464337,2422286,3352283,3971987,4807040,6350864,10218900,12133646,13366761,13827710,14891229,923630,1844885,3419428,4635201,4882119,6227511,7988319,9438303,10980035,12244733,13937204,14491951,1222155,1935647,4046960
5,Créditos a la vivienda,502010103, SI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Estimación preventiva para riesgos crediticios adicional,50202, SI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6787,9417,13890,15062,3334,5537,-17681,-17681,-17681,-22650,-22650,-11112,-11112,-11112,-10063,-3048,0,0,0,46107,48091,20757,16331,58064,61927,64336,84184,84184,0,0,4410,58245,86008,35922,42039,44101,28574,36215,51434,190436,0,0,0,0,24951,20968,55307,61611,63227,80843,156195,59042,-3611,-42248,113467,103863,69911,82077,110813,146568,134798,143792,189121,160510,-33085,-23792,-45703,-3298,-29614,27356,33692,16621,18914,47043,61347,42130,-38714,-42606,-179239,-115015,-106268,-114608,-95444,-108282,-91819,-104791,-91148,-93936,15548,9289,10948,25141,-12509,10284,5700,-216816,-193507,-179889,-169275,-157471,279,-16929,349,3665,-1305,7177,6443,19620,140928,207991,207771,23269,432,-8951,-4174
3,Incremento por actualización de estimación preventiva para riesgos crediticios,50203, SI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Operación,Margen Financiero ajustado por riesgos crediticios,,NO,1313771,2545201,3043960,4353186,5667098,6916084,8237286,9433607,10515112,11629775,12711965,13859351,1514973,2848989,4323286,4999664,6568703,8075485,9645071,10757995,12337828,13982884,15619712,17476138,1588559,3069249,4705727,5956385,7468086,9122614,10888287,12444575,13850369,15528304,17040606,19021381,1599073,3355233,5260296,7032413,8995273,11390695,13475292,15556777,17688905,19875673,21412619,23915203,2114194,3777075,5951864,7412170,9478102,11768611,14163225,16469934,18340236,22434138,24255719,28432636,2593741,4770606,6744193,9257371,11698227,14756986,16984535,19620074,22538283,24839313,27153236,32164992,3019932,5619325,8156729,10239900,13250284,16590655,18847930,21289689,24669172,27053454,29562646,41460770,3119842,6062808,8651863,11381598,13857864,17997793,21876475,24685445,27267799,29756920,32500924,42100426,3371790,6423056,10354415,13556845,17119653,20684240,23936378,27676890,31101132,34372516,36948974,46517516,4190626,7610068,12377980,15949412,19973859,24007527,27631553,31886819,35649831,40083876,43800317,59583644,4786525,8881706,13564061,17932402,23102951,27880743,32285436,38440723,42418565,47249727,67962589,74637070,6884818,13343957,19679057,26483850,34509544,41100627,47792420,54879094,61630977,68911586,75697267,84335290,7940080,15349933,22135227
2,Comisiones y tarifas cobradas,402, SI ,18901,18906,36155,39981,55479,55824,58095,58101,75215,75220,76090,174317,5,2769,32096,34977,52027,53141,68686,71838,72621,74117,142411,142413,3091,3365,42566,57873,57874,57877,139025,139026,139026,139026,141411,151545,383,5008,6461,13464,19276,21504,23996,26567,115491,120031,131922,138735,6249,12635,21454,29261,43057,54349,66168,78911,184932,223875,260226,315312,46112,90926,139721,187425,247156,294481,360970,420988,476257,545629,700305,775198,69625,138324,212789,293852,389482,471870,564360,637264,723229,868922,945373,1030059,96639,175818,282501,384740,485263,614394,770380,878299,977197,1097991,1198774,1411306,109659,210815,348965,452936,588200,685789,770450,886902,990621,1080934,1190655,1303494,115887,216205,339935,450458,644122,767041,897708,1043903,1167844,1286252,1429809,1571825,134127,225610,342730,455668,603975,786721,915826,1039435,1213382,1349255,1490612,1609364,189539,330688,442718,570566,681067,790378,943469,1060527,1204256,1340854,1469768,1599599,185564,312401,455175
2,Comisiones y tarifas pagadas,503, SI ,7515,12086,18083,23785,32959,39000,45275,52731,59854,67617,75457,93292,9424,15036,22021,30937,39877,47865,56014,65908,74312,83182,91699,99719,11165,18167,25901,33937,41970,49576,59635,69646,78301,85350,92486,100944,9344,16983,25360,33786,42140,51978,63500,73816,84717,110814,120979,135306,12171,22714,33471,44995,57227,69733,82557,94690,111106,129955,149646,173962,22178,42084,51023,73581,98479,121360,159675,184685,210245,236656,263863,293656,28151,54975,81533,110311,142959,172815,205079,233616,264096,293330,322620,333100,52991,62908,117742,151826,182132,219152,253726,263015,318696,354516,388111,422691,36261,67861,108226,141433,180053,211107,240078,272879,306451,336220,370591,406864,35256,67091,103850,137258,186520,224269,264780,307390,346021,382265,424497,466803,40166,70634,108291,145087,186851,226741,266004,309976,351107,393428,439690,480351,47029,91881,130534,159216,224349,284693,323847,377415,415390,463040,529212,538867,96821,167158,222934
2,Resultado por intermediación,403, SI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Otros ingresos (egresos) de la operación,404, SI ,22398,57361,68241,82636,95697,203211,493630,846105,856494,870215,885529,497341,82045,158626,1017498,1176560,1365798,1619836,1656723,1823569,2019925,2048628,2216309,2610684,17570,35527,554786,1381898,1371019,1440552,2170881,2173923,4402971,4428945,4434728,4464005,16651,384655,636495,1225884,1246884,1252545,1276764,1352805,1446841,1488199,1489565,1543628,555209,564100,587404,588403,592762,744837,748489,749652,704393,202640,244721,613286,643186,749163,749826,750907,752455,816287,824246,921883,927648,928413,1002498,1011534,993059,1060584,1115557,1131473,1347624,1408983,1412714,1449327,1450997,1451873,1440972,258212,20761,23086,30909,31396,34581,38507,41885,49232,52624,52596,52293,54204,-9965,-6410,4482,9193,-15035,-6884,-1954,26220,49608,52202,147037,87655,785,1851,1776,4638,-13029,-28777,-51460,-42488,-93243,34197,38984,100182,5067,39544,51505,50634,8767,-47492,-46207,-37273,-100146,-87318,27675,28768,5658,11770,-16292,-42640,-85943,-84974,-85523,-83794,-82505,85838,111658,170469,-1540,-5247,4680
