NIVEL,CUENTAS,ene-13,feb-13,mar-13,abr-13,may-13,jun-13,jul-13,ago-13,sep-13,oct-13,nov-13,dic-13,ene-14,feb-14,mar-14,abr-14,may-14,jun-14,jul-14,ago-14,sep-14,oct-14,nov-14,dic-14,ene-15,feb-15,mar-15,abr-15,may-15,jun-15,jul-15,ago-15,sep-15,oct-15,nov-15,dic-15,ene-16,feb-16,mar-16,abr-16,may-16,jun-16,jul-16,ago-16,sep-16,oct-16,nov-16,dic-16,ene-17,feb-17,mar-17,abr-17,may-17,jun-17,jul-17,ago-17,sep-17,oct-17,nov-17,dic-17,ene-18,feb-18,mar-18,abr-18,may-18,jun-18,jul-18,ago-18,sep-18,oct-18,nov-18,dic-18,ene-19,feb-19,mar-19,abr-19,may-19,jun-19,jul-19,ago-19,sep-19,oct-19,nov-19,dic-19,ene-20,feb-20,mar-20,abr-20,may-20,jun-20,jul-20,ago-20,sep-20,oct-20,nov-20,dic-20,ene-21,feb-21,mar-21,abr-21,may-21,jun-21,jul-21,ago-21,sep-21,oct-21,nov-21,dic-21,ene-22,feb-22,mar-22,abr-22,may-22,jun-22,jul-22,ago-22,sep-22,oct-22,nov-22,dic-22,ene-23,feb-23,mar-23,abr-23,may-23,jun-23,jul-23,ago-23,sep-23,oct-23,nov-23,dic-23,ene-24,feb-24,mar-24,abr-24,may-24,jun-24,jul-24,ago-24,sep-24,oct-24,nov-24,dic-24,ene-25,feb-25,mar-25
2,Inversiones permanentes,902463,902463,1074157,1074157,1074157,1074157,902463,1013520,1013520,1013520,1013520,1013520,1013520,1013520,1013520,1013520,1013520,1013520,1013520,1013520,1013520,1013520,1013520,1063360,1063360,1063360,1063360,1063360,1124721,1124721,1124721,1124721,1124721,1039429,1039429,538018,538018,538018,538018,538018,538018,538018,538018,538018,538018,538018,538018,538018,538018,618898,618898,618898,618898,618898,618898,618898,618898,702218,702218,702218,702218,702218,702218,702218,702218,702218,702218,702218,702218,702218,702218,820138,820138,820138,820138,820138,962931,962931,962931,962931,962931,962931,1041906,1041906,1041906,1041906,1041906,1041906,1041906,1041906,1041906,1041906,1041906,1041906,1041906,1160503,1160503,1160503,1160503,1160503,1160503,1160503,1160503,1160503,1160503,1173003,1173003,1232846,1232846,1232846,1232846,1232846,1232846,1232846,1232846,1232846,1232846,1232846,1232846,1314006,1314006,1314006,1314006,1314006,1314006,1314006,1314006,1314006,1380486,1380486,1380486,1421565,1421565,1421565,1421565,1421565,1421565,1421565,1503804,1503804,1503804,1503804,1503804,1503804,1503804,1503804,1503804
2,PTU diferida (a favor), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2,Otros activos,806820,1104581,1262181,1200512,1127169,1128533,1143254,1079417,1040965,999861,932861,858039,839425,820812,1200098,1148317,1085550,1022782,976680,1077983,1007162,896707,837370,763667,792312,825936,1200570,1213957,1154317,1077868,1001417,932049,916803,844944,804544,653899,716961,698170,1070280,1018553,1007844,935808,865069,561521,491175,423200,355225,251687,299469,828003,792035,749063,634470,592989,521622,484599,459972,391520,304375,205498,195374,187841,947915,916312,862920,764317,665713,569339,472965,376592,282468,144381,170942,226946,933259,829032,711868,594707,510019,426041,342057,278912,484530,385046,457035,489719,1171226,1124442,1020166,915889,815826,711763,607699,503636,400356,297889,327151,361455,1236083,1192754,1105665,1018575,988420,896156,803890,711629,619363,875848,854708,897701,1629402,1720294,1609741,1199190,1093816,1135362,1029719,920576,849795,979040,997648,1020703,1757965,1660640,1728260,1593703,1534066,1501407,1381677,1235582,1092974,1067574,1054630,993235,1771959,1665312,1651600,1488759,1584577,1556454,1510279,1328606,1150055,981917,1792279,1718950,1567336
1,PASIVO,118764765,118427598,119161623,119124274,120374476,121897744,122803440,123910500,125683333,127127113,125158323,125253280,127801972,129668469,130147057,130068573,131570782,135136241,135659431,137151511,138088280,139689047,140696878,143014909,149056752,152159506,153881283,158514834,162423261,164911856,166532519,168604453,169643456,172497268,173736396,176221173,182149274,186041913,190340878,190928879,196526327,200433805,202090906,203393735,205623879,208922034,207689038,212055518,219072621,224166822,228497336,231779172,234788954,240850309,240216994,238796925,239371426,240992283,241364378,244148176,247531782,250935725,252554415,253845467,255399187,262698223,267721435,270011730,277782242,278684195,281059205,281497598,285123215,289994539,291426854,293628521,297948650,301185228,305659205,308322860,309873714,312171523,313776180,315993560,316438116,319412073,321129611,325831554,332103596,342300947,345331393,348365793,350099708,351619467,351505675,356013222,357846547,360815172,368577651,377362547,382364546,389644374,397161265,400546458,403249922,407143537,407324466,413655132,418547050,424934779,425693372,427978288,435637413,439165357,440796413,441078484,441585506,445489521,445457849,448436236,454619035,457188521,458555705,459397930,467618621,471520047,474258543,475412724,477907794,481926339,483588859,490497144,497761649,509877867,515788473,524674546,529324362,538182282,544034014,551864092,554115354,559981067,563796748,574003260,584708039,599092346,606928576
2,Captacin tradicional,115333168,115135678,116018420,115295809,116589913,117294916,119369587,120228575,122276546,123515290,121605179,121792087,124051546,125880445,126598087,126473618,127864738,131443154,132096655,133263459,134283804,135757966,136960262,139297274,145391180,148643845,150379596,153874175,157923774,160582888,162769672,164976424,166274195,168929974,170151330,172951300,178541102,182592907,185788253,186346256,192164646,195833577,198488591,199447942,201801662,204646852,203863525,208227558,215553301,220081011,224517509,225461686,230873959,236661053,236288372,234790431,235414265,236921855,237538844,240219125,243655119,246983987,248775306,249406719,251364682,258454737,263325125,265050573,273153792,274060159,276478147,277161927,280818996,285384537,286905791,288548800,292884574,295951432,300324132,302684972,304440341,306448975,307243999,309450922,310139223,312794107,314595032,316131879,322539262,332603954,335556570,338347520,340182127,343119729,342902823,348065790,350288541,352938902,360929412,369417488,374565477,381727186,387042504,390437408,393536256,397090809,397249332,403872139,409921517,415946093,416816441,418526588,424202332,427762708,430876143,430910491,431521299,434944293,435084174,438903310,444867366,447365439,445955002,446403481,455081197,458169377,462980302,463567863,466434440,469772599,472306630,479285840,486716818,498028896,504153112,507903557,512741190,520999986,527094778,533950060,537343004,544332062,550721146,560511610,570632900,584105115,593400673
3,Depsitos de exigibilidad inmediata,109952196,109118692,109681304,109431769,111215380,111677435,113623001,113925267,116219349,117336949,115876500,115791806,117480120,118989204,119891055,120122197,122011516,125056360,125587466,126202333,126935019,127709539,129131585,130646705,135979443,137849413,139557007,141534871,145785850,147690035,148198013,151297067,152275941,154236180,155783327,157090023,162341918,165272588,167851066,167759136,172626212,176266198,178498185,177850482,179491530,182213820,181615651,186102783,192140715,196100157,199800848,200775726,206348552,211323297,211413761,209494635,209820536,211146536,211626675,214626055,217860168,220012664,222565487,222397438,224539875,229614454,234775366,237542006,241790560,241343898,243280194,248712325,251644486,255089164,257019878,257408580,260179781,263863114,268263140,269240909,270880886,273269463,273992734,276337571,275215526,277157954,279024588,281091374,287648206,295619265,298763446,302228270,303835387,307413691,307382695,311426307,313129240,314830638,319930567,324991957,329426200,332740763,338004511,340649417,344031890,345638934,343197812,348812938,355027193,362388969,362509912,365423835,367377765,370873124,374603170,373258767,374519169,376665206,374263992,378590765,383147913,385287528,383909525,384208293,383651347,381790297,379346305,377539139,379066116,378144332,379921948,388185212,392224688,397424835,401543291,400093577,402670326,406785027,411034678,415279154,414528998,419911513,423179109,429305325,430361702,432268641,436236415
3,Depsitos a plazo,5380972,6016986,6337116,5864040,5374533,5617481,5746586,6303308,6057197,6178341,5728679,6000281,6571426,6891241,6707032,6351421,5853222,6386794,6509189,7061126,7348785,8048427,7828677,8650569,9411737,10794432,10822589,12339304,12137924,12631533,14311250,13419346,13725661,14192121,13869787,15329811,15707903,16827474,17446229,18097868,18974756,19041458,19460523,21068835,21782933,21887582,21551142,21463852,22745480,23466679,24193027,24161326,23874294,24662984,24193835,24614603,24916158,25089335,25204903,24993726,25158542,26300643,25516340,26312418,26146433,28192854,27884145,26853969,30704257,32036388,32484499,27723178,28415989,29410840,29049911,30366546,31942803,31341492,31316305,32717546,32884439,32451661,32502491,32463171,34249425,34879487,34822200,34289987,34110635,36154786,35846468,35143156,35367820,34935949,34723382,35815163,36254280,37199853,40095292,43509010,44196194,48080450,47948612,48743006,48430804,50363775,52989870,54055607,53858218,52425347,53264721,52001998,55741766,55751163,55142758,56547404,55883970,57086329,59627419,59237808,60686292,61149190,61057958,61086673,70318332,75165187,82261003,84685836,86242076,90587009,91290464,90090201,93505536,99627825,101527894,106735250,108949719,113092407,114974855,117597053,121716373,123357550,126438919,130078755,138974402,150681725,155961229
3,Cuentas sin movimiento, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,261320,260409,260011,272593,501673,498216,531466,491281,492845,490958,489252,563678,525921,529883,528625,527199,545450,696732,660923,667106,514175,523634,524634,651113,674772,680776,681193,677571,685984,707266,599344,636409,670680,693479,696863,678374,647429,665614,654598,658975,679873,713454,726424,758521,884533,836002,773674,761990,746826,744687,726517,675016,727851,748774,650180,674272,756666,748244,750518,780421,829903,946656,976094,978920,770089,796746,824320,905021,908411,903553,916521,943083,905973,1089381,1044985,1073562,1088100,1061650,1003594,1036106,1131777,1041808,1100755,1082801,1138421,1130215,1104320,1118160,1192758,1192763,1074737,1033161,928721,987519,1108515,1111518,1213893,1372994,1342888,1126248,1041258,1094218,1010427,986594,976236,1081927,1074730,1121145,1122552,1085245,1073853,1097633,1062999,1103118,1127530,1296796,1154749,1203029
2,Prstamos bancarios y de otros organismos, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
3,De corto plazo, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
3,De largo plazo, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2,Colaterales vendidos, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2,Otras cuentas por pagar,3431597,3291920,3143203,3828465,3784563,4602828,3433853,3681925,3406787,3611823,3553144,3461193,3750426,3788024,3548970,3594955,3706044,3693087,3562776,3888052,3804476,3931081,3736616,3717635,3665572,3515661,3501687,4640659,4499487,4328968,3762847,3628029,3369261,3567294,3585066,3269873,3608172,3449006,4552625,4582623,4361681,4600228,3602315,3945793,3822217,4275182,3825513,3827960,3519320,4085811,3979827,6317486,3914995,4189256,3928622,4006494,3957161,4070428,3825534,3929051,3876663,3951738,3779109,4438748,4034505,4243486,4396310,4961157,4628450,4624036,4581058,4335671,4304219,4610002,4521063,5079721,5064076,5233796,5335073,5637888,5433373,5722548,6532181,6542638,6298893,6617966,6534579,9699675,9564334,9696993,9774823,10018273,9917581,8499738,8602852,7947432,7558006,7876270,7648239,7945059,7799069,7917188,10118761,10109050,9713666,10052728,10075134,9782993,8625533,8988686,8876931,9451700,11435081,11402649,9920270,10167993,10064207,10545228,10373675,9532926,9751669,9823082,12600703,12994449,12537424,13350670,11278241,11844861,11473354,12153740,11282229,11211304,11044831,11848971,11635361,16770989,16583172,17182296,16939236,17914032,16772350,15649005,13075602,13491650,14075139,14987231,13527903
2,PTU diferida (a cargo), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2,Crditos diferidos y cobros anticipados, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
1,CAPITAL CONTABLE,30675689,31049712,30597815,30389241,30832014,31210394,31867308,32550886,32714627,32967099,33166180,32837446,33687763,33991715,35265080,35172941,35932219,36227471,36978813,37108675,37858495,38338351,39148930,39695790,40522180,41008260,42077313,41958356,42434654,43096276,44767540,45317731,47759978,48150948,48674940,48977314,49680993,50483250,49783822,50718721,51474249,52359325,53202472,54112294,55052316,56032170,56319123,57214356,59180147,59805316,60733140,58539643,59500183,60653993,61985718,63156851,63568262,64027092,64465502,65539862,67942570,68862145,69031943,69718628,71035136,72465046,71814299,72958921,74646297,75588027,76610384,74800114,77933162,79393151,80250585,80445955,82195626,84067105,83406289,84250327,86568292,87672088,88729248,90457621,92417130,93868217,94879663,93108442,94223502,96460238,98381342,99458443,100374902,101091253,102299192,103282826,104898571,105921803,108471173,109863960,111708868,113143157,112078090,114117250,115859317,117237355,117954683,119697731,122294555,123820227,126394718,127572035,127724298,129927371,131403693,134213906,136182746,138824254,140787471,143818670,147252848,149227162,149546396,152244712,156176873,158333034,160879560,164972671,167241503,170263430,173781007,175703347,179784223,182345735,185325257,184074157,187361016,190107666,192973306,196400926,199823793,202824127,205319272,207955855,212644203,215550351,218113933
2,Capital contribuido,23807996,23905196,24012196,24102196,24240196,24350746,24405996,24564396,24581696,24692396,24826796,24874796,25037996,25115996,25244396,25375196,25485596,25642796,25817996,25929596,26050796,26205396,26304996,26409196,26594396,26729996,26864396,26985596,27136796,27382796,27617996,27802796,28064846,28205647,28341837,28431427,28666296,28804780,28952926,29139726,29366569,29583713,29689067,29809158,29972032,30131310,30313619,30513876,30703990,30898072,31130259,31187456,31357029,31608609,31811580,31981670,32140672,32261302,32416946,32412270,32602105,32776650,32902523,33030333,33189581,33421293,33620378,33777208,33930983,34087094,34235899,34386555,34543875,34703931,34833062,34990777,35208455,35435056,35571889,35765076,35938857,36077685,36246445,36353601,36561021,36765733,36916757,36993497,37127633,37367354,37515178,37654367,37775711,37936421,38050520,38161901,38342359,38530101,38718921,38920290,39068737,39317373,39471300,39698870,39815228,39968166,40079722,40191527,40363307,40500027,40659560,40788978,40948928,41137324,41294017,41447223,41554951,41713720,41795074,41853424,42084183,42253177,42395556,42539668,42728103,42927912,43111543,43302558,43459666,43654607,43738688,43909467,44154527,44404182,44526407,44685134,44869223,45094937,45300604,45510660,45693797,45892139,46038760,46207698,46475907,46699803,46948934
2,Capital ganado,6867693,7144516,6585619,6287045,6591818,6859648,7461312,7986490,8132931,8274703,8339384,7962650,8649767,8875719,10020684,9797745,10446623,10584675,11160817,11179079,11807699,12132955,12843934,13286594,13927784,14278264,15212917,14972760,15297858,15713480,17149544,17514935,19695132,19945301,20333103,20545887,21014697,21678470,20830896,21578995,22107680,22775612,23513405,24303136,25080284,25900860,26005504,26700480,28476157,28907244,29602881,27352187,28143154,29045384,30174138,31175181,31427590,31765790,32048556,33127592,35340465,36085495,36129420,36688295,37845555,39043753,38193921,39181713,40715314,41500933,42374485,40413559,43389287,44689220,45417523,45455178,46987171,48632049,47834400,48485251,50629435,51594403,52482803,54104020,55856109,57102484,57962906,56114945,57095869,59092884,60866164,61804076,62599191,63154832,64248672,65120925,66556212,67391702,69752252,70943670,72640131,73825784,72606790,74418380,76044089,77269189,77874961,79506204,81931248,83320200,85735158,86783057,86775370,88790047,90109676,92766683,94627795,97110534,98992397,101965246,105168665,106973985,107150840,109705044,113448770,115405122,117768017,121670113,123781837,126608823,130042319,131793880,135629696,137941553,140798850,139389023,142491793,145012729,147672702,150890266,154129996,156931988,159280512,161748157,166168296,168850548,171164999
3,Fondo de reserva,2077088,2077088,2077088,5789851,5789851,5789851,5789851,5789851,5789851,5789851,5789851,5789851,5789851,5789851,5789851,5789851,5789851,7375738,7375738,7375738,7375738,7375738,7375738,7375737,7375738,7375737,7375738,12300160,12300160,12300160,12300160,12300160,12300160,12300160,12300160,12300160,12300160,12300160,19116058,19116058,19116058,19116058,19116058,19116058,19116058,19116058,19116058,19116058,19116058,19116058,19116058,24389102,24389102,24389102,24389102,24389102,24389102,24389102,24389102,24389102,24389102,24389102,24389102,30778051,30778051,30778051,30778051,30778051,30778051,30778051,30778051,30778051,30778051,30778051,30778051,38028140,38028140,38028140,38028140,38028140,38028140,38028140,38028140,38028140,38028140,38028140,38028140,51010985,51010985,51010985,51010985,51010985,51010985,51010985,51010985,51010985,51010985,51010985,51010985,51010985,51010985,51010985,63056526,63056526,63056526,63056526,63056526,63056526,63056526,63056526,63056526,63056526,77198217,77198217,77198217,77198217,77198217,77198217,77198217,77198217,77198217,77198217,99024566,99024566,99024566,99024566,99024566,99024566,99024566,99024566,99024566,99024566,99024566,99024566,99024566,127433107,127433107,127433107,127433107,127433107,127433107,127433107,127433107,127433107,127433107,127433107,127433107
3,Incremento por actualizacin del fondo de reserva, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
3,Otras reservas de capital, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
3,Incremento por actualizacin de otras reservas de capital, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
3,Resultado de ejercicios anteriores,4284128,4284128,4284128, -   , -   , -   , -   , -   , -   , -   , -   , -   ,2172799,2172799,2172799,2172799,2172799, -   , -   , -   , -   , -   , -   , -   ,5910857,5910857,5910857, -   , -   , -   , -   , -   , -   , -   , -   , -   ,8245727,8245727, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,7576088,7576088,7576088, -   , -   , -   , -   , -   , -   , -   , -   , -   ,8738490,8738490,8738490,2000002,2000002,1700002, -   , -   , -   , -   , -   , -   ,9635509,9635509,9635509,1900000,1900000,1650000, -   , -   , -   , -   , -   , -   ,16075881,16075881,16075881, -   , -   , -   , -   , -   , -   , -   , -   , -   ,14109938,14109938,14109938,14109938,14109938,14109938, -   , -   , -   , -   , -   , -   ,16449679,16449679,16449679,16449679, -   , -   , -   , -   , -   , -   , -   , -   ,24767030,24767030, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,32769314,32769314,32769314, -   , -   , -   , -   , -   , -   , -   , -   , -   ,34315053,34315053,34315053
3,Incremento por actualizacin del resultado de ejercicios anteriores, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
3,Resultado por valuacin de ttulos disponibles para la venta, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,132847,8334,256461,550884,884027,1178925,1515193,1881327,2206853,2410476,2727329,1014613,1296011, -   ,257833,596349,981833,1319615,1694866,2074921,2487935,2932025,3314080,3778345,4063310, -   ,436073,962949,1640484,2299298,2680625,3258000,3914683,4516300,5116689,5749990,6368566, -   ,616050,1142547,1724228,2313114,2830235,3195607,3712206,4121434,4543845,4938554,5322420, -   ,284119,537164,1156935,1521537,1898710,2114695,2541988,2999266,3466630,3968491,4453088, -   ,540224,1116732,1820545,2578400,3399823,4277642,5256081,6225429,7255214,8252798,9364931, -   ,1282824,2549111,4041904,5410081,6935614,8524968,9773243,11060975,12377841,13844135, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
