NIVEL,Codigo,BALANCE GENERAL,proyeccion,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25
2,113,NEGOCIOS SIN INTERMEDIACIÓN FINANCIERA,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48702.0,43934.0,38510.0,44900.0,44900.0,44900.0,54560.0,57707.5,59627.5,76127.5,72852.5,72383.5,72201.34,77141.34,76441.34,82441.34,78081.34,76181.34,74721.34,71441.34,63413.5,81713.5,76363.5,75233.5,77213.5,73803.5,69387.5,61650.0,56515.0,53775.0,45082.58,43462.58,49242.58,0.0
3,1131,MONEDA NACIONAL,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48702.0,43934.0,38510.0,44900.0,44900.0,44900.0,54560.0,57707.5,59627.5,76127.5,72852.5,72383.5,72201.34,77141.34,76441.34,82441.34,78081.34,76181.34,74721.34,71441.34,63413.5,81713.5,76363.5,75233.5,77213.5,73803.5,69387.5,61650.0,56515.0,53775.0,45082.58,43462.58,49242.58,0.0
4,113106,INVENTARIOS,SI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48702.0,43934.0,38510.0,44900.0,44900.0,44900.0,54560.0,57707.5,59627.5,76127.5,72852.5,72383.5,72201.34,77141.34,76441.34,82441.34,78081.34,76181.34,74721.34,71441.34,63413.5,81713.5,76363.5,75233.5,77213.5,73803.5,69387.5,61650.0,56515.0,53775.0,45082.58,43462.58,49242.58,0.0
2,199,ACTIVOS POR IDENTIFICAR,NO,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1999,Activos por identificar,SI,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,CUENTAS REGULARIZADORAS DE ACTIVO,NO,-75000.0,-151171.82,-152343.64,-157849.94,-168364.5,-182610.85,-241518.75,-210923.15,-225185.22,-288511.11,-351111.87,-468942.29,-541176.18,-605355.4,-670665.3,-739055.16,-961028.03,-1027738.88,-1122246.75,-1223153.53,-1321888.42,-1647503.49,-1811221.5,-1959870.75,-2106216.72,-2264410.82,-2550556.55,-2663774.24,-2776991.93,-2890853.99,-3004716.05,-3163350.75,-3328677.59,-3116395.39,-3297464.07,-3470265.91,-3620695.12,-3932443.87,-4111361.54,-4279527.72,-4440660.09,-4604420.07,-4829064.08,-4978660.33,-5151262.2,-5136802.22,-5136802.22,-5534650.33,-5759566.18,-6060851.64,-6363790.84,-6653074.75,-6956534.23,-6775339.77,-7080200.36,-7385059.88,-7690317.97,-7543562.42,-7853835.32,-8162530.89,-8472597.02,-8688250.58,-8902237.32,-9113650.96,-9325446.62,-9534788.42,-9747900.75,-9461847.77,-9675286.88,-9876693.7,-10103553.16,-10380412.62,-10685828.94,-10991291.5,-11484884.44,-11673763.18,-11897272.14,-12253140.0,-11626882.36,-11958391.23,-12337286.09,-12713144.37,-13093040.79,-13475670.94,-13221274.1,-13576835.16,-13964309.05,-13362149.91,-13748944.81,-14135319.36,-14526638.61,-14848713.46,-15255324.23,-15246045.12,-15895847.57,-16437002.07,-16220475.38,-16750366.93,-17306318.77,-18006539.33,-18567232.09,-19282730.64,-20183752.57,-21329881.02,-22244754.92,-19670389.0,-20344637.18,-21118158.51,-21810173.04,-22359366.68,-22968669.82,-23589261.29,-23220642.53,-24075592.44,-24798905.02,-25209832.02,-25480146.09,-20063119.92,-20358385.24,-20951147.22,-21543715.98,-22569135.27,-23915068.06,-24209407.59,-24805731.17,-25885263.79,-26930585.41,-28477627.82,-29840540.32,0.0
2,201,ESTIMACIONES POR VALUACIÓN,NO,-75000.0,-150000.0,-150000.0,-150000.0,-150000.0,-150000.0,-195000.0,-150000.0,-150000.0,-150000.0,-150000.0,-203869.25,-212141.97,-212141.97,-212141.97,-212141.97,-362141.98,-362141.98,-389141.97,-432141.97,-482141.99,-739682.27,-801128.46,-845050.25,-885050.25,-935050.25,-1109491.34,-1109491.34,-1109491.34,-1109491.34,-1109491.34,-1153809.2,-1203809.2,-876200.16,-907977.17,-939016.45,-939016.45,-1099096.62,-1128876.38,-1147264.3,-1155612.48,-1168802.42,-1246763.11,-1246763.11,-1267548.25,-1045431.6,-1045431.6,-1145431.6,-1220431.59,-1370431.6,-1520431.6,-1670431.59,-1820431.6,-1484661.16,-1634661.16,-1784661.16,-1934661.16,-1631443.38,-1781443.38,-1931443.38,-2081443.38,-2231443.38,-2381443.38,-2531443.38,-2681443.38,-2831443.38,-2981443.38,-2631918.9,-2781918.9,-2931918.68,-3106918.68,-3281918.68,-3506918.68,-3731918.68,-4106918.68,-4331918.68,-4481918.68,-4756918.68,-4048169.22,-4298169.22,-4598169.22,-4375730.07,-4675730.07,-4975730.07,-4637066.66,-4937066.66,-5237066.66,-4546867.21,-4846867.21,-5146867.21,-5446867.21,-5746867.21,-5343101.69,-4844209.43,-5144209.43,-5444209.43,-5000874.08,-5300874.08,-5600874.08,-6050874.08,-6350874.08,-6850874.08,-7490874.08,-8385539.59,-9050040.52,-10720046.58,-11120046.58,-11620046.58,-12035046.58,-12435046.58,-12835046.58,-13135046.58,-12444061.86,-12976557.01,-13376557.01,-13776557.01,-13776557.01,-11644429.08,-11644429.08,-11944429.08,-12244429.08,-12973977.26,-14023977.26,-14023977.26,-14323977.26,-15107977.26,-15857977.26,-17107977.26,-18170960.54,0.0
3,2011,MONEDA NACIONAL,NO,-75000.0,-150000.0,-150000.0,-150000.0,-150000.0,-150000.0,-195000.0,-150000.0,-150000.0,-150000.0,-150000.0,-203869.25,-212141.97,-212141.97,-212141.97,-212141.97,-362141.98,-362141.98,-389141.97,-432141.97,-482141.99,-739682.27,-801128.46,-845050.25,-885050.25,-935050.25,-1109491.34,-1109491.34,-1109491.34,-1109491.34,-1109491.34,-1153809.2,-1203809.2,-876200.16,-907977.17,-939016.45,-939016.45,-1099096.62,-1128876.38,-1147264.3,-1155612.48,-1168802.42,-1246763.11,-1246763.11,-1267548.25,-1045431.6,-1045431.6,-1145431.6,-1220431.59,-1370431.6,-1520431.6,-1670431.59,-1820431.6,-1484661.16,-1634661.16,-1784661.16,-1934661.16,-1631443.38,-1781443.38,-1931443.38,-2081443.38,-2231443.38,-2381443.38,-2531443.38,-2681443.38,-2831443.38,-2981443.38,-2631918.9,-2781918.9,-2931918.68,-3106918.68,-3281918.68,-3506918.68,-3731918.68,-4106918.68,-4331918.68,-4481918.68,-4756918.68,-4048169.22,-4298169.22,-4598169.22,-4375730.07,-4675730.07,-4975730.07,-4637066.66,-4937066.66,-5237066.66,-4546867.21,-4846867.21,-5146867.21,-5446867.21,-5746867.21,-5343101.69,-4844209.43,-5144209.43,-5444209.43,-5000874.08,-5300874.08,-5600874.08,-6050874.08,-6350874.08,-6850874.08,-7490874.08,-8385539.59,-9050040.52,-10720046.58,-11120046.58,-11620046.58,-12035046.58,-12435046.58,-12835046.58,-13135046.58,-12444061.86,-12976557.01,-13376557.01,-13776557.01,-13776557.01,-11644429.08,-11644429.08,-11944429.08,-12244429.08,-12973977.26,-14023977.26,-14023977.26,-14323977.26,-15107977.26,-15857977.26,-17107977.26,-18170960.54,0.0
4,201103,CARTERA DE CRÉDITOS,SI,-75000.0,-150000.0,-150000.0,-150000.0,-150000.0,-150000.0,-195000.0,-150000.0,-150000.0,-150000.0,-150000.0,-203869.25,-212141.97,-212141.97,-212141.97,-212141.97,-362141.98,-362141.98,-389141.97,-432141.97,-482141.99,-739682.27,-801128.46,-845050.25,-885050.25,-935050.25,-1109491.34,-1109491.34,-1109491.34,-1109491.34,-1109491.34,-1153809.2,-1203809.2,-876200.16,-907977.17,-939016.45,-939016.45,-1099096.62,-1128876.38,-1147264.3,-1155612.48,-1168802.42,-1246763.11,-1246763.11,-1267548.25,-1045431.6,-1045431.6,-1145431.6,-1220431.59,-1370431.6,-1520431.6,-1670431.59,-1820431.6,-1484661.16,-1634661.16,-1784661.16,-1934661.16,-1631443.38,-1781443.38,-1931443.38,-2081443.38,-2231443.38,-2381443.38,-2531443.38,-2681443.38,-2831443.38,-2981443.38,-2631918.9,-2781918.9,-2931918.68,-3106918.68,-3281918.68,-3506918.68,-3731918.68,-4106918.68,-4331918.68,-4481918.68,-4756918.68,-4048169.22,-4298169.22,-4598169.22,-4375730.07,-4675730.07,-4975730.07,-4637066.66,-4937066.66,-5237066.66,-4546867.21,-4846867.21,-5146867.21,-5446867.21,-5746867.21,-5343101.69,-4844209.43,-5144209.43,-5444209.43,-5000874.08,-5300874.08,-5600874.08,-6050874.08,-6350874.08,-6850874.08,-7490874.08,-8385539.59,-9050040.52,-10720046.58,-11120046.58,-11620046.58,-12035046.58,-12435046.58,-12835046.58,-13135046.58,-12444061.86,-12976557.01,-13376557.01,-13776557.01,-13776557.01,-11644429.08,-11644429.08,-11944429.08,-12244429.08,-12973977.26,-14023977.26,-14023977.26,-14323977.26,-15107977.26,-15857977.26,-17107977.26,-18170960.54,0.0
4,201104,CUENTAS POR COBRAR,SI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,202,DEPRECIACIONES ACUMULADAS,NO,0.0,-1171.82,-2343.64,-6040.7,-10220.24,-17776.73,-24994.77,-32709.31,-40636.36,-96917.55,-152828.45,-210099.76,-267371.07,-324860.43,-383480.47,-445180.47,-510463.47,-570484.46,-631302.48,-682519.4,-724564.41,-785949.34,-848704.65,-913915.6,-980745.06,-1049422.65,-1120068.85,-1191217.83,-1262366.81,-1334160.16,-1405953.51,-1478201.64,-1551459.77,-1624717.9,-1699107.53,-1765968.05,-1841495.22,-1918261.76,-1992497.63,-2067373.85,-2144886.29,-2220184.57,-2287943.39,-2361365.11,-2437007.3,-2568489.44,-2568489.44,-2713988.48,-2787729.81,-2862361.56,-2938034.54,-2999702.23,-3075079.83,-3151318.1,-3227435.14,-3303806.97,-3380577.35,-3458551.87,-3540337.06,-3619919.94,-3700129.19,-3751585.84,-3802565.94,-3853416.98,-3906585.79,-3959185.51,-4014790.79,-4070755.24,-4126687.3,-4170587.29,-4214939.7,-4284292.11,-4344701.38,-4405156.88,-4503742.77,-4447614.46,-4501001.79,-4561977.64,-4624069.26,-4685374.5,-4744065.81,-4803008.07,-4861189.37,-4920655.17,-4979923.8,-5010486.86,-5074504.74,-5140099.28,-5204448.41,-5268377.17,-5337250.66,-5336879.74,-5413133.59,-5491170.49,-5626419.3,-5777041.78,-5913318.42,-6052677.94,-6218097.74,-6377786.3,-6540312.36,-6657962.95,-6820053.59,-6973169.28,-7125194.99,-3427061.38,-3601040.45,-3774292.68,-3948236.75,-4086964.36,-4148318.07,-4321310.1,-4496682.46,-4672143.62,-4848612.6,-5024164.93,-5199546.89,-5340614.82,-5570654.36,-5798815.55,-6027527.7,-6254353.13,-6483834.77,-6711723.15,-6941595.59,-7170677.05,-7399547.53,-7630138.79,-7863616.87,0.0
3,2021,MONEDA NACIONAL,NO,0.0,-1171.82,-2343.64,-6040.7,-10220.24,-17776.73,-24994.77,-32709.31,-40636.36,-96917.55,-152828.45,-210099.76,-267371.07,-324860.43,-383480.47,-445180.47,-510463.47,-570484.46,-631302.48,-682519.4,-724564.41,-785949.34,-848704.65,-913915.6,-980745.06,-1049422.65,-1120068.85,-1191217.83,-1262366.81,-1334160.16,-1405953.51,-1478201.64,-1551459.77,-1624717.9,-1699107.53,-1765968.05,-1841495.22,-1918261.76,-1992497.63,-2067373.85,-2144886.29,-2220184.57,-2287943.39,-2361365.11,-2437007.3,-2568489.44,-2568489.44,-2713988.48,-2787729.81,-2862361.56,-2938034.54,-2999702.23,-3075079.83,-3151318.1,-3227435.14,-3303806.97,-3380577.35,-3458551.87,-3540337.06,-3619919.94,-3700129.19,-3751585.84,-3802565.94,-3853416.98,-3906585.79,-3959185.51,-4014790.79,-4070755.24,-4126687.3,-4170587.29,-4214939.7,-4284292.11,-4344701.38,-4405156.88,-4503742.77,-4447614.46,-4501001.79,-4561977.64,-4624069.26,-4685374.5,-4744065.81,-4803008.07,-4861189.37,-4920655.17,-4979923.8,-5010486.86,-5074504.74,-5140099.28,-5204448.41,-5268377.17,-5337250.66,-5336879.74,-5413133.59,-5491170.49,-5626419.3,-5777041.78,-5913318.42,-6052677.94,-6218097.74,-6377786.3,-6540312.36,-6657962.95,-6820053.59,-6973169.28,-7125194.99,-3427061.38,-3601040.45,-3774292.68,-3948236.75,-4086964.36,-4148318.07,-4321310.1,-4496682.46,-4672143.62,-4848612.6,-5024164.93,-5199546.89,-5340614.82,-5570654.36,-5798815.55,-6027527.7,-6254353.13,-6483834.77,-6711723.15,-6941595.59,-7170677.05,-7399547.53,-7630138.79,-7863616.87,0.0
4,202109,INMUEBLES Y MUEBLES,SI,0.0,-1171.82,-2343.64,-6040.7,-10220.24,-17776.73,-24994.77,-32709.31,-40636.36,-96917.55,-152828.45,-210099.76,-267371.07,-324860.43,-383480.47,-445180.47,-510463.47,-570484.46,-631302.48,-682519.4,-724564.41,-785949.34,-848704.65,-913915.6,-980745.06,-1049422.65,-1120068.85,-1191217.83,-1262366.81,-1334160.16,-1405953.51,-1478201.64,-1551459.77,-1624717.9,-1699107.53,-1765968.05,-1841495.22,-1918261.76,-1992497.63,-2067373.85,-2144886.29,-2220184.57,-2287943.39,-2361365.11,-2437007.3,-2568489.44,-2568489.44,-2713988.48,-2787729.81,-2862361.56,-2938034.54,-2999702.23,-3075079.83,-3151318.1,-3227435.14,-3303806.97,-3380577.35,-3458551.87,-3540337.06,-3619919.94,-3700129.19,-3751585.84,-3802565.94,-3853416.98,-3906585.79,-3959185.51,-4014790.79,-4070755.24,-4126687.3,-4170587.29,-4214939.7,-4284292.11,-4344701.38,-4405156.88,-4503742.77,-4447614.46,-4501001.79,-4561977.64,-4624069.26,-4685374.5,-4744065.81,-4803008.07,-4861189.37,-4920655.17,-4979923.8,-5010486.86,-5074504.74,-5140099.28,-5204448.41,-5268377.17,-5337250.66,-5336879.74,-5413133.59,-5491170.49,-5626419.3,-5777041.78,-5913318.42,-6052677.94,-6218097.74,-6377786.3,-6540312.36,-6657962.95,-6820053.59,-6973169.28,-7125194.99,-3427061.38,-3601040.45,-3774292.68,-3948236.75,-4086964.36,-4148318.07,-4321310.1,-4496682.46,-4672143.62,-4848612.6,-5024164.93,-5199546.89,-5340614.82,-5570654.36,-5798815.55,-6027527.7,-6254353.13,-6483834.77,-6711723.15,-6941595.59,-7170677.05,-7399547.53,-7630138.79,-7863616.87,0.0
2,203,AMORTIZACIONES ACUMULADAS,NO,0.0,0.0,0.0,-1809.24,-8144.26,-14834.12,-21523.98,-28213.84,-34548.86,-41593.56,-48283.42,-54973.28,-61663.14,-68353.0,-75042.86,-81732.72,-88422.58,-95112.44,-101802.3,-108492.16,-115182.02,-121871.88,-161388.39,-200904.9,-240421.41,-279937.92,-320996.36,-363065.07,-405133.78,-447202.49,-489271.2,-531339.91,-573408.62,-615477.33,-690379.37,-765281.41,-840183.45,-915085.49,-989987.53,-1064889.57,-1140161.32,-1215433.08,-1294357.58,-1370532.11,-1446706.65,-1522881.18,-1522881.18,-1675230.25,-1751404.78,-1828058.48,-1905324.7,-1982940.93,-2061022.8,-2139360.51,-2218104.06,-2296591.75,-2375079.46,-2453567.17,-2532054.88,-2611167.57,-2691024.45,-2705221.36,-2718228.0,-2728790.6,-2737417.45,-2744159.53,-2751666.58,-2759173.63,-2766680.68,-2774187.73,-2781694.78,-2814201.83,-2834208.88,-2854215.94,-2874222.99,-2894230.04,-2914351.67,-2934243.68,-2954643.88,-2974847.51,-2995051.06,-3534406.23,-3556121.35,-3579285.7,-3604283.64,-3629281.64,-3652737.65,-3675183.42,-3697629.19,-3720074.98,-3742520.74,-3764966.51,-4499088.95,-4910665.2,-5125218.84,-5215750.86,-5306282.88,-5396814.91,-5487346.95,-5577878.95,-5676045.65,-5773893.61,-5872824.9,-5971172.15,-6069519.41,-5523281.04,-5623550.15,-5723819.25,-5826889.71,-5837355.74,-5985305.17,-6132904.61,-6279898.21,-6426891.81,-6573735.41,-6409110.08,-6504042.19,-3078076.02,-3143301.8,-3207902.59,-3271759.2,-3340804.88,-3407256.03,-3473707.18,-3540158.32,-3606609.48,-3673060.62,-3739511.77,-3805962.91,0.0
3,2031,MONEDA NACIONAL,NO,0.0,0.0,0.0,-1809.24,-8144.26,-14834.12,-21523.98,-28213.84,-34548.86,-41593.56,-48283.42,-54973.28,-61663.14,-68353.0,-75042.86,-81732.72,-88422.58,-95112.44,-101802.3,-108492.16,-115182.02,-121871.88,-161388.39,-200904.9,-240421.41,-279937.92,-320996.36,-363065.07,-405133.78,-447202.49,-489271.2,-531339.91,-573408.62,-615477.33,-690379.37,-765281.41,-840183.45,-915085.49,-989987.53,-1064889.57,-1140161.32,-1215433.08,-1294357.58,-1370532.11,-1446706.65,-1522881.18,-1522881.18,-1675230.25,-1751404.78,-1828058.48,-1905324.7,-1982940.93,-2061022.8,-2139360.51,-2218104.06,-2296591.75,-2375079.46,-2453567.17,-2532054.88,-2611167.57,-2691024.45,-2705221.36,-2718228.0,-2728790.6,-2737417.45,-2744159.53,-2751666.58,-2759173.63,-2766680.68,-2774187.73,-2781694.78,-2814201.83,-2834208.88,-2854215.94,-2874222.99,-2894230.04,-2914351.67,-2934243.68,-2954643.88,-2974847.51,-2995051.06,-3534406.23,-3556121.35,-3579285.7,-3604283.64,-3629281.64,-3652737.65,-3675183.42,-3697629.19,-3720074.98,-3742520.74,-3764966.51,-4499088.95,-4910665.2,-5125218.84,-5215750.86,-5306282.88,-5396814.91,-5487346.95,-5577878.95,-5676045.65,-5773893.61,-5872824.9,-5971172.15,-6069519.41,-5523281.04,-5623550.15,-5723819.25,-5826889.71,-5837355.74,-5985305.17,-6132904.61,-6279898.21,-6426891.81,-6573735.41,-6409110.08,-6504042.19,-3078076.02,-3143301.8,-3207902.59,-3271759.2,-3340804.88,-3407256.03,-3473707.18,-3540158.32,-3606609.48,-3673060.62,-3739511.77,-3805962.91,0.0
4,203110,CARGOS DIFERIDOS,SI,0.0,0.0,0.0,-1809.24,-8144.26,-14834.12,-21523.98,-28213.84,-34548.86,-41593.56,-48283.42,-54973.28,-61663.14,-68353.0,-75042.86,-81732.72,-88422.58,-95112.44,-101802.3,-108492.16,-115182.02,-121871.88,-161388.39,-200904.9,-240421.41,-279937.92,-320996.36,-363065.07,-405133.78,-447202.49,-489271.2,-531339.91,-573408.62,-615477.33,-690379.37,-765281.41,-840183.45,-915085.49,-989987.53,-1064889.57,-1140161.32,-1215433.08,-1294357.58,-1370532.11,-1446706.65,-1522881.18,-1522881.18,-1675230.25,-1751404.78,-1828058.48,-1905324.7,-1982940.93,-2061022.8,-2139360.51,-2218104.06,-2296591.75,-2375079.46,-2453567.17,-2532054.88,-2611167.57,-2691024.45,-2705221.36,-2718228.0,-2728790.6,-2737417.45,-2744159.53,-2751666.58,-2759173.63,-2766680.68,-2774187.73,-2781694.78,-2814201.83,-2834208.88,-2854215.94,-2874222.99,-2894230.04,-2914351.67,-2934243.68,-2954643.88,-2974847.51,-2995051.06,-3534406.23,-3556121.35,-3579285.7,-3604283.64,-3629281.64,-3652737.65,-3675183.42,-3697629.19,-3720074.98,-3742520.74,-3764966.51,-4499088.95,-4910665.2,-5125218.84,-5215750.86,-5306282.88,-5396814.91,-5487346.95,-5577878.95,-5676045.65,-5773893.61,-5872824.9,-5971172.15,-6069519.41,-5523281.04,-5623550.15,-5723819.25,-5826889.71,-5837355.74,-5985305.17,-6132904.61,-6279898.21,-6426891.81,-6573735.41,-6409110.08,-6504042.19,-3078076.02,-3143301.8,-3207902.59,-3271759.2,-3340804.88,-3407256.03,-3473707.18,-3540158.32,-3606609.48,-3673060.62,-3739511.77,-3805962.91,0.0
