NIVEL,Codigo,BALANCE GENERAL,proyeccion,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25
4,307101,OTRAS,SI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-221477.83,-597545.25,-210771.78,-811947.4,-467573.76,-1603626.14,-582260.83,-583656.7,-487232.61,-216878.58,-656973.37,-118566.03,0.0
2,399,Pasivos por identificar,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,-0.05,-0.05,-0.06,-0.07,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3999,Pasivos por identificar,SI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,-0.05,-0.05,-0.06,-0.07,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,CAPITAL CONTABLE,NO,-2642512.8,-3133014.34,-3422824.92,-3580472.51,-4060048.18,-4633264.2,-8707989.01,-8788219.57,-8869384.62,-11713475.49,-11208416.24,-11764174.08,-11282795.11,-13944108.3,-14121156.67,-14919106.12,-15017471.37,-13108148.28,-13395776.19,-15358988.88,-15971463.82,-20557756.36,-20795050.6,-20924789.81,-21531771.98,-21518079.08,-21749515.1,-23229252.8,-23162183.27,-23299445.34,-23264527.16,-23190305.04,-23404984.34,-23942064.58,-19086301.43,-18768450.61,-19130037.11,-19054193.98,-19298929.41,-20063364.51,-20954539.1,-20834450.67,-21959046.45,-22140187.53,-21502591.47,-21819954.53,-22184006.4,-22657228.16,-22810599.37,-23341728.44,-24976569.75,-26286204.95,-26165200.16,-26150881.93,-26801010.17,-27874657.76,-26534465.44,-28904121.41,-28061282.94,-28922751.56,-28298123.77,-28442439.14,-28263245.4,-29741818.19,-31183517.57,-29635199.69,-30818985.73,-30774557.56,-30979627.25,-32406592.2,-32817620.07,-32036628.18,-33376625.02,-34227081.74,-35914238.05,-37153357.38,-36432178.38,-36227779.9,-36703244.0,-37175278.73,-38535448.49,-40145043.0,-39992510.5,-39049533.16,-39715460.82,-39722461.14,-41313712.31,-43417063.25,-44400181.9,-42453794.85,-43761100.25,-42737938.96,-44007380.7,-47542787.74,-48048108.81,-47611108.47,-46866774.23,-46289818.3,-51600019.83,-55739368.73,-52543356.72,-51049962.75,-50645090.95,-49764446.69,-50583717.72,-54376174.29,-55102799.0,-54894322.43,-53435077.02,-55011484.54,-57037298.74,-58586626.7,-58138134.93,-58487557.73,-59190189.56,-60312014.82,-60334282.94,-66482297.23,-64699464.61,-64563011.42,-65454468.74,-67176424.75,-68123650.36,-69947866.11,-69533969.14,-68885946.35,-69141336.79,-69054824.23,-71871149.07,0.0
2,501,CAPITAL SOCIAL,NO,-2636919.52,-3127421.06,-3417231.64,-3574879.23,-4054454.9,-4627670.92,-8702395.73,-8782626.29,-8863791.34,-11576884.0,-11071824.75,-11627582.59,-11146203.62,-13807516.81,-13984565.18,-14782514.63,-14880879.88,-12971556.79,-13259184.7,-15222397.39,-15834872.33,-20297253.37,-20534547.61,-20664286.82,-21271268.99,-21257576.09,-21489012.11,-22968749.81,-22901680.28,-23038942.35,-23004024.17,-22929802.05,-23144481.35,-23449849.66,-18594086.51,-18276235.69,-18637822.19,-18561979.06,-18806714.49,-19571149.59,-20462324.18,-20342235.75,-21466831.53,-21647972.61,-21010376.55,-21117985.45,-21482037.32,-21955259.08,-22108630.29,-22639759.36,-24274600.67,-25584235.87,-25463231.08,-25448912.85,-26099041.09,-27172688.68,-25832496.36,-27112962.57,-26270124.1,-27131592.72,-26506964.93,-26651280.3,-26472086.56,-27950659.35,-29392358.73,-27844040.85,-29027826.89,-28983398.72,-29188468.41,-30363592.52,-30774620.39,-29993628.5,-31333625.34,-32184082.06,-33871238.37,-35110357.7,-34389178.7,-34184780.22,-34660244.32,-35132279.05,-36492448.81,-36886244.86,-36733712.36,-35790735.02,-36456662.68,-36463663.0,-38054914.17,-40158265.11,-41141383.76,-39194996.71,-40502302.11,-39479140.82,-40748582.56,-42215932.89,-42721253.96,-42284253.62,-41539919.38,-40962963.45,-46273164.98,-50412513.88,-47216501.87,-45723107.9,-45318236.1,-44437591.84,-45256862.87,-47033742.91,-47760367.62,-47551891.05,-46092645.64,-47669053.16,-49694867.36,-51244195.32,-50795703.55,-51145126.35,-51847758.18,-52969583.44,-52991851.56,-55396377.05,-53613544.43,-53477091.24,-54368548.56,-56090504.57,-57037730.18,-58861945.93,-58448048.96,-57800026.17,-58055416.61,-57968904.05,-60785228.89,0.0
3,5011,CAPITAL SOCIAL,NO,-2636919.52,-3127421.06,-3417231.64,-3574879.23,-4054454.9,-4627670.92,-8702395.73,-8782626.29,-8863791.34,-11576884.0,-11071824.75,-11627582.59,-11146203.62,-13807516.81,-13984565.18,-14782514.63,-14880879.88,-12971556.79,-13259184.7,-15222397.39,-15834872.33,-20297253.37,-20534547.61,-20664286.82,-21271268.99,-21257576.09,-21489012.11,-22968749.81,-22901680.28,-23038942.35,-23004024.17,-22929802.05,-23144481.35,-23449849.66,-18594086.51,-18276235.69,-18637822.19,-18561979.06,-18806714.49,-19571149.59,-20462324.18,-20342235.75,-21466831.53,-21647972.61,-21010376.55,-21117985.45,-21482037.32,-21955259.08,-22108630.29,-22639759.36,-24274600.67,-25584235.87,-25463231.08,-25448912.85,-26099041.09,-27172688.68,-25832496.36,-27112962.57,-26270124.1,-27131592.72,-26506964.93,-26651280.3,-26472086.56,-27950659.35,-29392358.73,-27844040.85,-29027826.89,-28983398.72,-29188468.41,-30363592.52,-30774620.39,-29993628.5,-31333625.34,-32184082.06,-33871238.37,-35110357.7,-34389178.7,-34184780.22,-34660244.32,-35132279.05,-36492448.81,-36886244.86,-36733712.36,-35790735.02,-36456662.68,-36463663.0,-38054914.17,-40158265.11,-41141383.76,-39194996.71,-40502302.11,-39479140.82,-40748582.56,-42215932.89,-42721253.96,-42284253.62,-41539919.38,-40962963.45,-46273164.98,-50412513.88,-47216501.87,-45723107.9,-45318236.1,-44437591.84,-45256862.87,-47033742.91,-47760367.62,-47551891.05,-46092645.64,-47669053.16,-49694867.36,-51244195.32,-50795703.55,-51145126.35,-51847758.18,-52969583.44,-52991851.56,-55396377.05,-53613544.43,-53477091.24,-54368548.56,-56090504.57,-57037730.18,-58861945.93,-58448048.96,-57800026.17,-58055416.61,-57968904.05,-60785228.89,0.0
4,501101,APORTACIONES ASOCIADOS,SI,-2523419.52,-3013921.06,-3401531.64,-3559179.23,-4046154.9,-4619370.92,-4795095.73,-4875326.29,-4959491.34,-5624572.32,-5119513.07,-5675270.91,-5193891.94,-5283190.33,-5461238.7,-6259188.15,-5994858.9,-5857550.61,-6145178.52,-6108391.21,-6820866.15,-7344049.01,-7706343.25,-7937082.46,-8544064.63,-8655371.73,-8986807.75,-9666545.45,-10117980.42,-10355542.49,-10445624.31,-10496402.19,-10811081.49,-11241449.8,-11105876.65,-10788025.83,-11149612.33,-11073769.2,-11318504.63,-12082939.73,-12974114.32,-12854025.89,-13978621.67,-14159762.75,-13522166.69,-13629775.59,-13993827.46,-14467049.22,-14620420.43,-15151549.5,-16786390.81,-18096026.01,-17975021.22,-17960702.99,-18610831.23,-19684478.82,-18344286.5,-19624752.71,-18781914.24,-19643382.86,-19018755.07,-19163070.44,-18983876.7,-20462449.49,-21904148.87,-20355830.99,-21539617.03,-21495188.86,-21700258.55,-22875382.66,-23286410.53,-22505418.64,-23845415.48,-24695872.2,-26383028.51,-27622147.84,-26900968.84,-26696570.36,-27172034.46,-27644069.19,-29004238.95,-29398035.0,-29245502.5,-28302525.16,-28968452.82,-28975453.14,-30566704.31,-32670055.25,-33653173.9,-31706786.85,-33014092.25,-31990930.96,-33260372.7,-34727723.03,-35233044.1,-34796043.76,-34051709.52,-33474753.59,-38784955.12,-42924304.02,-39728292.01,-38234898.04,-37830026.24,-36949381.98,-37768653.01,-39545533.05,-40272157.76,-40063681.19,-38604435.78,-40180843.3,-42206657.5,-43755985.46,-43307493.69,-43656916.49,-44359548.32,-45481373.58,-45503641.7,-47908167.19,-46125334.57,-45988881.38,-46880338.7,-48602294.71,-49549520.32,-51373736.07,-50959839.1,-50311816.31,-50567206.75,-50480694.19,-53297019.03,0.0
4,501102,CAPITAL PAGADO,SI,-113500.0,-113500.0,-15700.0,-15700.0,-8300.0,-8300.0,-3907300.0,-3907300.0,-3904300.0,-5952311.68,-5952311.68,-5952311.68,-5952311.68,-8524326.48,-8523326.48,-8523326.48,-8886020.98,-7114006.18,-7114006.18,-9114006.18,-9014006.18,-12953204.36,-12828204.36,-12727204.36,-12727204.36,-12602204.36,-12502204.36,-13302204.36,-12783699.86,-12683399.86,-12558399.86,-12433399.86,-12333399.86,-12208399.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,-7488209.86,0.0
2,503,CAPITAL INSTITUCIONAL,NO,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-492214.92,-492214.92,-492214.92,-492214.92,-492214.92,-492214.92,-492214.92,-492214.92,-492214.92,-701969.08,-701969.08,-701969.08,-701969.08,-701969.08,-701969.08,-701969.08,-701969.08,-701969.08,-701969.08,-701969.08,-701969.08,-701969.08,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-3258798.14,-3258798.14,-3258798.14,-3258798.14,-3258798.14,-3258798.14,-3258798.14,-3258798.14,-3258798.14,-3258798.14,-3258798.14,-3258798.14,-5326854.85,-5326854.85,-5326854.85,-5326854.85,-5326854.85,-5326854.85,-5326854.85,-5326854.85,-5326854.85,-5326854.85,-5326854.85,-5326854.85,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,0.0
3,5031,CAPITAL INSTITUCIONAL,NO,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-5593.28,-492214.92,-492214.92,-492214.92,-492214.92,-492214.92,-492214.92,-492214.92,-492214.92,-492214.92,-701969.08,-701969.08,-701969.08,-701969.08,-701969.08,-701969.08,-701969.08,-701969.08,-701969.08,-701969.08,-701969.08,-701969.08,-701969.08,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-1791158.84,-3258798.14,-3258798.14,-3258798.14,-3258798.14,-3258798.14,-3258798.14,-3258798.14,-3258798.14,-3258798.14,-3258798.14,-3258798.14,-3258798.14,-5326854.85,-5326854.85,-5326854.85,-5326854.85,-5326854.85,-5326854.85,-5326854.85,-5326854.85,-5326854.85,-5326854.85,-5326854.85,-5326854.85,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,-7342431.38,0.0
4,503101,RESERVA IRREPARTIBLE,SI,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-3915.3,-380821.46,-380821.46,-380821.46,-380821.46,-380821.46,-380821.46,-380821.46,-380821.46,-380821.46,-527649.37,-527649.37,-527649.37,-527649.37,-527649.37,-527649.37,-527649.37,-527649.37,-527649.37,-527649.37,-527649.37,-527649.37,-527649.37,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-1290082.2,-2317429.71,-2317429.71,-2317429.71,-2317429.71,-2317429.71,-2317429.71,-2317429.71,-2317429.71,-2317429.71,-2317429.71,-2317429.71,-2317429.71,-3765069.41,-3765069.41,-3765069.41,-3765069.41,-3765069.41,-3765069.41,-3765069.41,-3765069.41,-3765069.41,-3765069.41,-3765069.41,-3765069.41,-5175972.98,-5175972.98,-5175972.98,-5175972.98,-5175972.98,-5175972.98,-5175972.98,-5175972.98,-5175972.98,-5175972.98,-5175972.98,-5175972.98,-5175972.98,-5175972.98,-5175972.98,-5175972.98,-5175972.98,-5175972.98,-5175972.98,-5175972.98,-5175972.98,0.0
4,503104,RESERVA INSTITUCIONAL,SI,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-1677.98,-111393.46,-111393.46,-111393.46,-111393.46,-111393.46,-111393.46,-111393.46,-111393.46,-111393.46,-174319.71,-174319.71,-174319.71,-174319.71,-174319.71,-174319.71,-174319.71,-174319.71,-174319.71,-174319.71,-174319.71,-174319.71,-174319.71,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-501076.64,-941368.43,-941368.43,-941368.43,-941368.43,-941368.43,-941368.43,-941368.43,-941368.43,-941368.43,-941368.43,-941368.43,-941368.43,-1561785.44,-1561785.44,-1561785.44,-1561785.44,-1561785.44,-1561785.44,-1561785.44,-1561785.44,-1561785.44,-1561785.44,-1561785.44,-1561785.44,-2166458.4,-2166458.4,-2166458.4,-2166458.4,-2166458.4,-2166458.4,-2166458.4,-2166458.4,-2166458.4,-2166458.4,-2166458.4,-2166458.4,-2166458.4,-2166458.4,-2166458.4,-2166458.4,-2166458.4,-2166458.4,-2166458.4,-2166458.4,-2166458.4,0.0
2,504,CAPITAL TRANSITORIO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5041,CAPITAL TRANSITORIO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,504103,DONACIONES,SI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,513,RESULTADOS DEL EJERCICIO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-130998.21,-130998.21,-130998.21,-130998.21,-130998.21,-130998.21,-130998.21,-130998.21,-130998.21,-130998.21,-130998.21,-130998.21,-254909.71,-254909.71,-254909.71,-254909.71,-254909.71,-254909.71,-254909.71,-254909.71,-254909.71,-254909.71,-254909.71,-254909.71,-486621.64,-486621.64,-486621.64,-486621.64,-486621.64,-486621.64,0.0,0.0,0.0,0.0,0.0,0.0,-209754.16,-209754.16,-209754.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1089189.76,-1089189.76,-1089189.76,-1089189.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-251840.84,-251840.84,-251840.84,-251840.84,-251840.84,-251840.84,-251840.84,-251840.84,-251840.84,-251840.84,-251840.84,-251840.84,-1467639.3,-1467639.3,-1467639.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2068056.71,-2068056.71,-2068056.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2015576.53,-2015576.53,-2015576.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3743488.8,-3743488.8,-3743488.8,-3743488.8,-3743488.8,-3743488.8,-3743488.8,-3743488.8,-3743488.8,-3743488.8,-3743488.8,-3743488.8,0.0
3,5131,RESULTADOS DEL EJERCICIO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-130998.21,-130998.21,-130998.21,-130998.21,-130998.21,-130998.21,-130998.21,-130998.21,-130998.21,-130998.21,-130998.21,-130998.21,-254909.71,-254909.71,-254909.71,-254909.71,-254909.71,-254909.71,-254909.71,-254909.71,-254909.71,-254909.71,-254909.71,-254909.71,-486621.64,-486621.64,-486621.64,-486621.64,-486621.64,-486621.64,0.0,0.0,0.0,0.0,0.0,0.0,-209754.16,-209754.16,-209754.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1089189.76,-1089189.76,-1089189.76,-1089189.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-251840.84,-251840.84,-251840.84,-251840.84,-251840.84,-251840.84,-251840.84,-251840.84,-251840.84,-251840.84,-251840.84,-251840.84,-1467639.3,-1467639.3,-1467639.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2068056.71,-2068056.71,-2068056.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2015576.53,-2015576.53,-2015576.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3743488.8,-3743488.8,-3743488.8,-3743488.8,-3743488.8,-3743488.8,-3743488.8,-3743488.8,-3743488.8,-3743488.8,-3743488.8,-3743488.8,0.0
