archivo_origen,modelo,MR0,MP0,diff0,MR1,MP1,diff1,MR2,MP2,diff2
validacionmodelo_Otros ingresos (egresos) de la operación_True,DTPSO,-1540,493630.00000000006,-495170.00000000006,-5247,846105.0,-851352.0,4680,856494.0,-851814.0
"validacionmodelo_Participación en el resultado de subsidiarias no consolidadas, asociadas y negocios conjuntos_True",DTPSO,0,2372.813008130081,-2372.813008130081,0,2372.813008130081,-2372.813008130081,0,2372.813008130081,-2372.813008130081
"validacionmodelo_Propiedades, mobiliario y equipo_True",DTPSO,21498801,15092392.0,6406409.0,21397787,15050960.0,6346827.0,22029172,15016270.0,7012902.0
validacionmodelo_Pérdida por valorización_True,DTPSO,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
validacionmodelo_Resultado neto_True,DTPSO,4420136,32769314.0,-28349178.0,7102388,32769314.0,-25666926.0,9416839,32769314.0,-23352475.0
validacionmodelo_Resultado por intermediación_True,DTPSO,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
validacionmodelo_Resultado por posición monetaria neto (margen financiero)_True,DTPSO,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
validacionmodelo_Total ingresos_True,DTPSO,10927979,103988221.0,-93060242.0,20585147,103988221.0,-83403074.0,31405794,103988221.0,-72582427.0
validacionmodelo_True,DTPSO,280216243,234937800.0,45278443.0,290849436,235107707.0,55741729.0,293608122,240312069.00000003,53296052.99999997
validacionmodelo_Utilidad por valorización_True,DTPSO,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
