archivo_origen,modelo,MR0,MP0,diff0,MR1,MP1,diff1,MR2,MP2,diff2
validacionmodelo_Inversiones permanentes_True,RidgePSO,1503804,1498124.3018324545,5679.698167545488,1503804,1492755.3676704953,11048.632329504704,1503804,1486847.7527272229,16956.24727277714
validacionmodelo_Operaciones discontinuadas_True,RidgePSO,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
validacionmodelo_Otras cuentas por cobrar_True,RidgePSO,3358004,3014067.1983134854,343936.80168651463,3766737,2987102.6628323966,779634.3371676034,3756536,2861558.1112684747,894977.8887315253
validacionmodelo_Otras cuentas por pagar_True,RidgePSO,14075139,13288683.012036756,786455.9879632443,14987231,13308998.238147233,1678232.761852767,13527903,13263399.642288033,264503.35771196894
validacionmodelo_Otros activos_True,RidgePSO,1792279,910739.2122603718,881539.7877396282,1718950,869347.7732706716,849602.2267293284,1567336,849584.6041763426,717751.3958236574
validacionmodelo_Otros ingresos (egresos) de la operación_True,RidgePSO,-1540,287828.02490543626,-289368.02490543626,-5247,387777.7668584844,-393024.7668584844,4680,470616.3129562107,-465936.3129562107
"validacionmodelo_Participación en el resultado de subsidiarias no consolidadas, asociadas y negocios conjuntos_True",RidgePSO,0,2335.89803853838,-2335.89803853838,0,2306.479768579992,-2306.479768579992,0,2277.4319919364098,-2277.4319919364098
"validacionmodelo_Propiedades, mobiliario y equipo_True",RidgePSO,21498801,20691824.753147032,806976.2468529679,21397787,20517234.63509227,880552.3649077304,22029172,20038539.25717729,1990632.7428227104
validacionmodelo_Pérdida por valorización_True,RidgePSO,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
validacionmodelo_Resultado neto_True,RidgePSO,4420136,29387952.18965761,-24967816.18965761,7102388,26579230.31723734,-19476842.31723734,9416839,24175013.478348024,-14758174.478348024
validacionmodelo_Resultado por intermediación_True,RidgePSO,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
validacionmodelo_Resultado por posición monetaria neto (margen financiero)_True,RidgePSO,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
validacionmodelo_Total ingresos_True,RidgePSO,10927979,95746971.8432813,-84818992.8432813,20585147,78994459.6148041,-58409312.6148041,31405794,65383354.48202512,-33977560.482025124
validacionmodelo_True,RidgePSO,280216243,273532384.6166906,6683858.383309424,290849436,275112635.25271183,15736800.747288167,293608122,276403985.58530706,17204136.41469294
validacionmodelo_Utilidad por valorización_True,RidgePSO,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
