archivo_origen,modelo,MR0,MP0,diff0,MR1,MP1,diff1,MR2,MP2,diff2
validacionmodelo_Inversiones permanentes_True,XGBoostPSO,1503804,1420400.5572392344,83403.44276076555,1503804,1420400.5572392344,83403.44276076555,1503804,1420400.5572392344,83403.44276076555
validacionmodelo_Operaciones discontinuadas_True,XGBoostPSO,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
validacionmodelo_Otras cuentas por cobrar_True,XGBoostPSO,3358004,2138424.284230232,1219579.7157697678,3766737,2136970.1382684708,1629766.8617315292,3756536,2278640.6821694374,1477895.3178305626
validacionmodelo_Otras cuentas por pagar_True,XGBoostPSO,14075139,11982799.708524704,2092339.291475296,14987231,12303121.817025185,2684109.1829748154,13527903,11236409.731081128,2291493.268918872
validacionmodelo_Otros activos_True,XGBoostPSO,1792279,942803.6205706596,849475.3794293405,1718950,875968.8065123557,842981.1934876443,1567336,654783.7389001846,912552.2610998154
validacionmodelo_Otros ingresos (egresos) de la operación_True,XGBoostPSO,-1540,641619.5092139244,-643159.5092139244,-5247,642180.873244077,-647427.873244077,4680,481155.430694744,-476475.430694744
"validacionmodelo_Participación en el resultado de subsidiarias no consolidadas, asociadas y negocios conjuntos_True",XGBoostPSO,0,2365.6913105677813,-2365.6913105677813,0,2365.6913105677813,-2365.6913105677813,0,2365.6913105677813,-2365.6913105677813
"validacionmodelo_Propiedades, mobiliario y equipo_True",XGBoostPSO,21498801,15111153.117295504,6387647.882704496,21397787,15087517.055416346,6310269.944583654,22029172,14997805.20644927,7031366.79355073
validacionmodelo_Pérdida por valorización_True,XGBoostPSO,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
validacionmodelo_Resultado neto_True,XGBoostPSO,4420136,32725647.17642069,-28305511.17642069,7102388,32725647.17642069,-25623259.17642069,9416839,32725647.17642069,-23308808.17642069
validacionmodelo_Resultado por intermediación_True,XGBoostPSO,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
validacionmodelo_Resultado por posición monetaria neto (margen financiero)_True,XGBoostPSO,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
validacionmodelo_Total ingresos_True,XGBoostPSO,10927979,103800938.12834132,-92872959.12834132,20585147,103800938.12834132,-83215791.12834132,31405794,103800938.12834132,-72395144.12834132
validacionmodelo_True,XGBoostPSO,280216243,246784165.3917513,33432077.60824871,290849436,246784165.3917513,44065270.60824871,293608122,246784165.3917513,46823956.60824871
validacionmodelo_Utilidad por valorización_True,XGBoostPSO,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
