archivo_origen,modelo,frecuencia,promedio_error,columnas_usadas
modelreview,"validacionmodelo_Participación en el resultado de subsidiarias no consolidadas, asociadas y negocios conjuntos_True",14,2126.7667979963903,"diff0,diff1,diff2"
