archivo_origen,modelo,MR0,MP0,diff0,MR1,MP1,diff1,MR2,MP2,diff2
validacionmodelo_Operaciones discontinuadas_True,XGBoost,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
validacionmodelo_Otras cuentas por cobrar_True,XGBoost,3358004,2240508.225962639,1117495.7740373611,3766737,2193187.5425624847,1573549.4574375153,3756536,2251360.1521043777,1505175.8478956225
validacionmodelo_Otras cuentas por pagar_True,XGBoost,14075139,11765271.924730182,2309867.0752698183,14987231,11949459.059877396,3037771.9401226044,13527903,11372520.0690791,2155382.930920899
validacionmodelo_Otros activos_True,XGBoost,1792279,948589.5868864058,843689.4131135942,1718950,908818.4320249556,810131.5679750444,1567336,1125932.274857521,441403.7251424789
validacionmodelo_Otros ingresos (egresos) de la operación_True,XGBoost,-1540,524777.5101088136,-526317.5101088136,-5247,574343.1519119143,-579590.1519119143,4680,744082.0469467193,-739402.0469467193
"validacionmodelo_Participación en el resultado de subsidiarias no consolidadas, asociadas y negocios conjuntos_True",XGBoost,0,2364.515973031521,-2364.515973031521,0,2364.515973031521,-2364.515973031521,0,2364.515973031521,-2364.515973031521
"validacionmodelo_Propiedades, mobiliario y equipo_True",XGBoost,21498801,15114591.75233531,6384209.24766469,21397787,15091903.860672235,6305883.1393277645,22029172,14971969.202837229,7057202.797162771
validacionmodelo_Pérdida por valorización_True,XGBoost,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
validacionmodelo_Resultado neto_True,XGBoost,4420136,32574210.070071697,-28154074.070071697,7102388,32574210.070071697,-25471822.070071697,9416839,32574210.070071697,-23157371.070071697
validacionmodelo_Resultado por intermediación_True,XGBoost,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
validacionmodelo_Resultado por posición monetaria neto (margen financiero)_True,XGBoost,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
validacionmodelo_Total ingresos_True,XGBoost,10927979,94087085.65106738,-83159106.65106738,20585147,75461743.0158987,-54876596.01589871,31405794,83995952.12952471,-52590158.12952471
validacionmodelo_True,XGBoost,280216243,245356127.8695784,34860115.13042164,290849436,245356127.8695784,45493308.13042164,293608122,245356127.8695784,48251994.13042164
validacionmodelo_Utilidad por valorización_True,XGBoost,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
