archivo_origen,modelo,MR0,MP0,diff0,MR1,MP1,diff1,MR2,MP2,diff2
validacionmodelo_Inversiones permanentes_True,LassoPSO,1503804,1491165.7618100746,12638.23818992544,1503804,1479273.653985532,24530.346014468,1503804,1467701.8315204198,36102.1684795802
validacionmodelo_Operaciones discontinuadas_True,LassoPSO,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
validacionmodelo_Otras cuentas por cobrar_True,LassoPSO,3358004,3013942.845612915,344061.1543870848,3766737,2984437.463346697,782299.5366533031,3756536,2864892.3208904085,891643.6791095915
validacionmodelo_Otras cuentas por pagar_True,LassoPSO,14075139,13207660.431785122,867478.5682148784,14987231,13075252.634448582,1911978.3655514177,13527903,12917335.067389708,610567.932610292
validacionmodelo_Otros activos_True,LassoPSO,1792279,921045.6241115534,871233.3758884466,1718950,882926.2680234088,836023.7319765912,1567336,864345.4702513465,702990.5297486535
validacionmodelo_Otros ingresos (egresos) de la operación_True,LassoPSO,-1540,285624.40350888006,-287164.40350888006,-5247,377307.9973279436,-382554.9973279436,4680,450303.9759745802,-445623.9759745802
"validacionmodelo_Participación en el resultado de subsidiarias no consolidadas, asociadas y negocios conjuntos_True",LassoPSO,0,2262.4496124031007,-2262.4496124031007,0,2262.4496124031007,-2262.4496124031007,0,2262.4496124031007,-2262.4496124031007
"validacionmodelo_Propiedades, mobiliario y equipo_True",LassoPSO,21498801,20523455.20488108,975345.7951189204,21397787,20052026.756777357,1345760.2432226464,22029172,19616795.25948343,2412376.740516569
validacionmodelo_Pérdida por valorización_True,LassoPSO,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
validacionmodelo_Resultado neto_True,LassoPSO,4420136,28408666.968398184,-23988530.968398184,7102388,24983124.621267203,-17880736.621267203,9416839,22103306.471178103,-12686467.471178103
validacionmodelo_Resultado por intermediación_True,LassoPSO,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
validacionmodelo_Resultado por posición monetaria neto (margen financiero)_True,LassoPSO,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
validacionmodelo_Total ingresos_True,LassoPSO,10927979,95409666.47275624,-84481687.47275625,20585147,78706866.15609674,-58121719.15609674,31405794,66153172.13162936,-34747378.131629355
validacionmodelo_True,LassoPSO,280216243,273189660.1000802,7026582.899919808,290849436,274606619.022731,16242816.977268994,293608122,275695972.4135832,17912149.58641684
validacionmodelo_Utilidad por valorización_True,LassoPSO,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
